Jonas, password, 0, 0, 0, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 0, 0, 0, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 0, 0, 0, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 0, 0, 0, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 0, 0, 0, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 1, 49, 49, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 0, 0, 0, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 0, 0, 0, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 0, 0, 0, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 2, 93, 43, 2, 0, 5, 10, 0, 0, 10, 0
Jonas, password, 1, 43, 43, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 0, 0, 0, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 1, 47, 47, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 2, 86, 36, 2, 0, 2, 10, 0, 0, 10, 0
Jonas, password, 2, 102, 52, 2, 0, 7, 10, 1, 0, 0, 0
Jonas, password, 1, 42, 42, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 0, 0, 0, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 0, 0, 0, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 0, 0, 0, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 1, 38, 38, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 1, 46, 46, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 0, 0, 0, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 1, 51, 1, 2, 0, 0, 10, 1, 0, 0, 0
Jonas, password, 1, 45, 45, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 0, 0, 0, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 0, 0, 0, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 1, 42, 42, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 0, 0, 0, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 0, 0, 0, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 0, 0, 0, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 0, 0, 0, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 0, 0, 0, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 1, 45, 45, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 2, 100, 50, 2, 0, 7, 10, 1, 0, 0, 0
Jonas, password, 2, 88, 38, 2, 0, 1, 10, 0, 0, 10, 0
Jonas, password, 1, 40, 40, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 0, 0, 0, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 1, 40, 40, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 2, 69, 19, 2, 0, 3, 10, 1, 0, 0, 0
Jonas, password, 0, 0, 0, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 0, 0, 0, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 0, 0, 0, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 0, 0, 0, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 0, 0, 0, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 0, 0, 0, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 0, 0, 0, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 0, 0, 0, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 0, 0, 0, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 1, 31, 31, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 0, 0, 0, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 2, 41, 41, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 0, 0, 0, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 0, 0, 0, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 0, 0, 0, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 0, 0, 0, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 2, 44, 44, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 2, 38, 38, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 3, 89, 39, 2, 0, 0, 10, 0, 0, 10, 0
Jonas, password, 2, 41, 41, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 2, 41, 41, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 3, 87, 37, 2, 0, 0, 10, 0, 0, 10, 0
Jonas, password, 3, 93, 43, 2, 0, 0, 10, 0, 0, 10, 0
Jonas, password, 2, 44, 44, 1, 0, 0, 10, 0, 0, 0, 0
Jonas, password, 3, 90, 40, 2, 0, 0, 10, 0, 0, 10, 0
Jonas, password, 5, 219, 79, 3, 0, 0, 25, 0, 0, 0, 2
Jonas, password, 3, 87, 47, 2, 0, 0, 25, 0, 0, 0, 1
Jonas, password, 4, 146, 6, 3, 0, 0, 25, 0, 0, 0, 2
Jonas, password, 5, 203, 83, 3, 0, 0, 25, 0, 0, 0, 2
Jonas, password, 5, 227, 17, 7, 0, 0, 25, 2, 0, 10, 3
